Estadística del Padrón Continuo
30.- Murcia, Región de
Población por sexo, municipios y país de nacimiento
Unidades:   Personas

,Total,España,Extranjero,Europa (sin España),UE28 sin España,Alemania,Bulgaria,Francia,Italia,Polonia,Portugal,Reino Unido,Rumanía,Europa menos UE28,Rusia,Ucrania,África,Argelia,Marruecos,Nigeria,Senegal,América,Argentina,Bolivia,Brasil,Colombia,Cuba,Chile,Ecuador,Paraguay,Perú,República Dominicana,Uruguay,Venezuela,Asia,China,Pakistán,Oceanía ,
    Total,
        30 Murcia,
            1 de enero de 2014,8.055,6.607,1.448,253,207,13,44,59,1,10,6,2,55,46,10,27,785,62,714,1,2,397,25,42,31,99,4,1,173,1,2,2,8,5,13,13,0,0,
            1 de enero de 2013,8.024,6.592,1.432,247,201,13,40,58,2,11,7,4,50,46,10,27,752,62,682,1,1,418,27,43,38,99,5,1,180,4,2,2,7,6,15,15,0,0,
        30037 Torre-Pacheco,
            1 de enero de 2020,18.797,13.197,5.600,938,833,19,19,51,13,13,7,516,105,105,6,45,3.098,27,2.844,3,46,1.092,25,67,16,90,11,1,753,22,5,17,6,36,472,29,36,0,
            1 de enero de 2019,18.477,13.172,5.305,853,749,18,19,47,11,12,10,449,110,104,8,47,2.975,16,2.748,3,36,1.011,21,63,16,68,6,1,739,13,5,15,6,15,466,28,29,0,
            1 de enero de 2018,18.542,13.141,5.401,854,755,17,17,49,11,13,16,446,106,99,9,50,3.021,11,2.786,3,33,1.026,29,66,13,59,4,4,774,9,4,15,6,10,500,28,26,0,
            1 de enero de 2017,18.381,13.099,5.282,764,677,15,17,47,9,10,13,388,103,87,3,44,2.981,11,2.756,3,32,1.028,26,69,13,52,3,4,788,10,6,13,6,11,509,24,23,0,
            1 de enero de 2016,18.039,12.911,5.128,797,711,19,13,51,10,13,21,409,100,86,4,44,2.904,10,2.692,2,28,1.021,27,63,13,41,3,3,802,8,5,12,8,10,406,24,25,0,
            1 de enero de 2015,17.975,12.837,5.138,822,739,19,14,53,9,16,23,420,111,83,1,44,2.875,11,2.676,4,28,1.075,23,66,10,39,5,3,856,7,7,13,7,11,366,26,18,0,
            1 de enero de 2014,17.789,12.701,5.088,840,754,18,14,54,11,17,24,433,113,86,2,43,2.781,11,2.599,3,21,1.143,18,71,13,40,5,3,924,8,9,12,7,10,324,21,19,0,
            1 de enero de 2013,17.521,12.520,5.001,762,681,16,15,53,8,18,21,384,101,81,3,43,2.747,10,2.567,2,25,1.188,22,70,13,45,5,3,967,5,9,10,8,8,304,16,16,0,
        30038 Torres de Cotillas, Las,
            1 de enero de 2020,11.058,9.878,1.180,253,226,28,2,122,5,1,10,7,31,27,3,15,580,22,175,14,280,316,14,19,10,46,8,12,179,3,6,7,2,5,31,21,7,0,
            1 de enero de 2019,10.909,9.790,1.119,251,221,28,2,118,4,1,12,6,32,30,3,16,538,24,168,14,247,301,15,19,8,32,7,12,180,3,6,8,2,2,28,18,7,1,
            1 de enero de 2018,10.868,9.750,1.118,254,224,29,2,119,8,1,10,7,35,30,3,17,524,26,156,13,238,307,11,20,7,28,11,14,186,2,7,7,2,5,32,20,8,1,
            1 de enero de 2017,10.884,9.765,1.119,262,234,31,2,119,5,2,12,10,40,28,1,19,515,30,152,13,234,316,12,22,9,23,10,14,195,2,7,8,2,5,25,17,4,1,
            1 de enero de 2016,10.809,9.692,1.117,279,247,37,9,116,6,2,8,12,44,32,0,22,498,32,150,14,215,315,10,23,10,21,6,13,205,1,7,7,1,4,24,19,0,1,
            1 de enero de 2015,10.854,9.675,1.179,311,278,41,8,128,10,7,14,10,46,33,1,21,511,35,145,18,213,335,11,23,9,26,5,13,221,2,7,4,1,5,21,16,0,1,
            1 de enero de 2014,10.895,9.646,1.249,333,301,43,12,133,8,8,16,11,56,32,1,18,537,38,156,19,220,356,13,23,12,27,5,12,239,1,8,4,1,5,22,18,0,1,
            1 de enero de 2013,10.992,9.593,1.399,393,360,47,22,139,7,10,22,13,79,33,1,18,600,36,171,19,252,384,12,19,12,27,7,13,267,2,9,4,1,5,21,18,0,1,
        30039 Totana,
            1 de enero de 2020,16.774,12.264,4.510,492,465,15,57,199,13,1,34,65,55,27,2,15,1.168,69,818,6,147,2.756,33,613,5,48,20,10,1.733,16,23,9,5,19,93,30,59,1,
            1 de enero de 2019,16.455,12.269,4.186,529,500,12,59,203,12,1,41,76,68,29,2,16,1.023,58,752,7,108,2.565,32,568,6,43,14,11,1.715,11,13,11,5,15,69,33,34,0,
            1 de enero de 2018,16.299,12.271,4.028,567,539,12,72,206,12,0,45,87,77,28,0,18,914,66,708,6,73,2.486,33,546,5,28,13,10,1.730,11,8,8,4,7,61,33,26,0,
            1 de enero de 2017,16.154,12.214,3.940,564,538,11,73,204,16,2,47,80,79,26,0,17,842,68,674,6,43,2.485,30,519,4,21,15,12,1.781,14,9,5,6,9,49,32,14,0,
            1 de enero de 2016,15.962,12.123,3.839,548,519,13,63,207,13,3,46,79,69,29,1,18,822,66,657,6,41,2.424,31,476,6,23,20,13,1.786,10,7,5,3,6,45,29,12,0,
            1 de enero de 2015,15.924,12.062,3.862,584,553,14,65,209,14,3,57,94,67,31,3,18,779,67,633,6,29,2.452,32,484,6,20,23,15,1.821,9,7,3,3,6,47,24,19,0,
            1 de enero de 2014,15.790,12.001,3.789,598,568,16,63,207,16,3,68,117,47,30,2,20,715,74,581,6,13,2.423,28,452,8,16,12,19,1.841,6,5,4,3,6,53,24,24,0,
            1 de enero de 2013,15.658,11.953,3.705,634,600,16,69,211,20,4,77,119,51,34,3,23,676,74,552,7,9,2.346,26,419,8,14,16,14,1.804,7,7,5,2,8,47,23,20,2,
        30040 Ulea,
            1 de enero de 2020,443,406,37,7,6,1,0,0,0,0,0,1,4,1,0,0,25,1,24,0,0,5,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,
            1 de enero de 2019,453,417,36,6,5,1,0,0,0,0,0,1,3,1,0,0,27,1,26,0,0,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,
            1 de enero de 2018,451,423,28,5,4,0,0,0,0,0,0,1,3,1,0,0,21,0,21,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
            1 de enero de 2017,460,432,28,4,3,0,0,0,0,0,0,0,3,1,0,0,22,0,22,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
            1 de enero de 2016,476,445,31,5,3,0,0,0,0,0,0,0,3,2,0,0,24,0,24,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
            1 de enero de 2015,471,439,32,4,2,0,0,1,0,0,0,0,1,2,0,0,24,0,24,0,0,4,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,
            1 de enero de 2014,465,434,31,4,2,0,0,1,0,0,0,0,1,2,0,0,22,0,22,0,0,5,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,
            1 de enero de 2013,480,447,33,5,3,0,0,2,0,0,0,0,1,2,0,0,23,1,22,0,0,5,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,
        30041 Unión, La,
            1 de enero de 2020,10.418,9.096,1.322,120,112,10,5,31,2,5,6,21,20,8,1,1,918,4,884,0,18,264,15,4,15,91,6,3,72,5,10,13,2,23,19,11,1,1,
            1 de enero de 2019,10.271,9.053,1.218,122,112,9,6,27,2,5,7,22,23,10,2,1,829,3,799,0,16,248,14,5,13,82,6,3,72,2,9,13,2,20,18,10,1,1,
            1 de enero de 2018,10.085,8.955,1.130,119,108,8,8,24,2,6,7,22,22,11,2,2,768,3,739,1,14,226,12,7,14,72,7,3,67,3,12,11,2,11,16,9,0,1,
            1 de enero de 2017,10.031,8.937,1.094,116,104,8,7,27,2,5,9,16,18,12,2,2,738,3,707,1,13,223,11,7,13,73,8,4,67,2,10,12,2,9,16,12,0,1,
            1 de enero de 2016,9.966,8.885,1.081,123,112,8,5,26,4,7,12,17,23,11,2,2,722,5,694,0,10,223,15,7,15,74,7,5,63,1,9,12,1,9,13,11,0,0,
            1 de enero de 2015,9.916,8.828,1.088,146,133,11,4,27,4,9,14,21,30,13,2,3,703,5,677,0,11,225,18,9,14,73,7,3,65,1,9,10,2,10,14,11,0,0,
            1 de enero de 2014,9.831,8.721,1.110,157,145,13,4,28,3,11,15,25,34,12,2,3,708,7,678,1,12,230,20,8,16,72,6,3,70,1,9,11,2,8,15,12,0,0,
            1 de enero de 2013,9.704,8.553,1.151,173,159,12,4,29,3,14,15,36,36,14,1,3,727,9,693,1,13,236,22,12,17,70,6,3,74,2,7,9,2,8,15,12,0,0,
        30042 Villanueva del Río Segura,
            1 de enero de 2020,1.558,1.348,210,48,43,1,6,5,8,2,5,4,9,5,0,3,100,3,87,0,8,60,3,2,2,4,1,0,21,5,3,0,1,15,2,2,0,0,
            1 de enero de 2019,1.445,1.310,135,45,40,3,2,5,10,4,3,3,10,5,0,3,59,2,50,0,4,28,2,1,1,1,1,0,9,3,1,0,1,7,3,2,0,0,
            1 de enero de 2018,1.387,1.255,132,44,38,4,3,7,10,1,4,4,5,6,0,3,59,3,49,0,3,26,4,1,1,1,0,0,6,2,1,0,1,7,3,2,0,0,
            1 de enero de 2017,1.323,1.225,98,30,26,2,3,6,7,2,1,3,2,4,0,3,46,3,37,0,3,18,3,1,1,0,0,0,7,2,0,0,0,4,4,3,0,0,
            1 de enero de 2016,1.284,1.195,89,25,23,1,3,8,5,2,1,2,1,2,0,2,42,3,35,0,1,19,2,1,1,1,0,0,7,3,0,0,0,4,3,1,0,0,
            1 de enero de 2015,1.270,1.181,89,27,24,2,4,7,5,2,1,3,0,3,0,2,40,3,34,0,0,18,2,1,3,1,0,0,7,2,0,0,0,2,4,2,0,0,
            1 de enero de 2014,1.230,1.149,81,23,21,1,5,6,4,2,0,2,0,2,0,2,37,3,30,0,0,20,2,1,3,0,0,0,9,3,0,0,0,2,1,1,0,0,
            1 de enero de 2013,1.210,1.131,79,27,25,1,7,6,4,2,0,2,1,2,0,2,29,3,24,0,1,21,2,0,1,1,0,0,10,5,0,0,0,2,2,1,1,0,
        30043 Yecla,
            1 de enero de 2020,17.502,15.238,2.264,325,306,9,19,70,13,0,3,81,82,19,2,8,501,30,413,0,41,1.377,50,122,28,120,33,2,780,174,15,13,5,16,60,23,28,1,
            1 de enero de 2019,17.267,15.225,2.042,304,284,9,18,69,11,1,3,63,83,20,3,8,430,25,362,0,30,1.239,45,117,21,84,33,3,755,124,9,11,3,16,68,27,30,1,
            1 de enero de 2018,17.157,15.236,1.921,321,302,10,23,63,11,1,4,63,95,19,1,8,371,26,316,0,19,1.156,43,105,15,69,30,3,740,106,6,12,4,10,72,34,30,1,
            1 de enero de 2017,17.123,15.262,1.861,316,298,6,24,64,14,0,5,59,98,18,1,8,350,26,300,0,14,1.130,43,108,14,62,31,3,743,86,8,10,3,8,64,35,22,1,
            1 de enero de 2016,17.064,15.251,1.813,309,291,4,21,62,13,2,5,59,100,18,1,8,322,26,282,1,6,1.121,46,109,14,64,38,3,751,59,4,10,3,10,60,32,21,1,
            1 de enero de 2015,17.071,15.237,1.834,309,294,5,20,64,11,0,0,55,111,15,1,7,315,26,275,0,6,1.156,48,108,14,68,40,3,781,53,5,12,3,11,50,28,15,4,
            1 de enero de 2014,17.114,15.238,1.876,299,283,5,15,66,11,0,1,53,108,16,1,7,318,22,284,0,4,1.201,42,118,16,66,46,3,815,52,5,11,3,10,54,29,18,4,
            1 de enero de 2013,17.232,15.237,1.995,320,305,5,15,68,13,0,1,62,117,15,1,6,334,21,304,0,1,1.281,46,130,18,71,45,3,861,61,5,11,5,10,57,32,17,3,
    Mujeres,
        30 Murcia,
            1 de enero de 2020,754.552,635.311,119.241,32.894,26.068,1.658,2.455,5.189,557,549,539,7.389,5.247,6.826,1.116,4.234,33.986,821,31.139,412,395,49.132,1.899,6.575,1.628,6.814,1.271,374,18.525,2.037,898,1.020,383,2.128,3.182,1.791,182,47,
            1 de enero de 2019,746.283,634.110,112.173,32.496,25.729,1.660,2.508,5.194,496,559,538,6.941,5.470,6.767,1.096,4.246,31.608,759,28.920,410,373,45.023,1.795,6.476,1.528,5.596,1.157,366,18.302,1.822,781,1.017,362,1.565,3.002,1.784,149,44,
            1 de enero de 2018,738.366,632.523,105.843,32.038,25.545,1.668,2.627,5.139,449,546,540,6.644,5.630,6.493,1.033,4.111,29.069,726,26.600,398,315,41.845,1.752,6.359,1.370,4.869,1.050,341,18.156,1.657,694,965,351,1.166,2.854,1.742,140,37,
            1 de enero de 2017,734.035,631.338,102.697,31.860,25.504,1.674,2.627,5.107,403,535,582,6.527,5.831,6.356,1.017,3.996,27.662,716,25.316,400,299,40.421,1.719,6.271,1.332,4.520,1.027,324,18.396,1.517,633,951,343,933,2.722,1.754,130,32,
            1 de enero de 2016,731.292,629.392,101.900,32.434,26.177,1.745,2.690,5.131,371,601,634,6.786,5.935,6.257,1.013,3.897,26.467,701,24.213,424,271,40.344,1.693,6.288,1.321,4.349,1.009,334,19.031,1.400,614,967,338,807,2.623,1.755,111,32,
            1 de enero de 2015,731.854,627.598,104.256,34.518,28.390,1.896,2.864,5.221,369,717,758,7.857,6.204,6.128,1.030,3.720,25.728,696,23.554,438,242,41.426,1.755,6.431,1.354,4.424,998,350,20.007,1.393,617,1.000,344,736,2.555,1.742,105,29,
            1 de enero de 2014,730.929,624.915,106.014,35.958,29.913,2.010,3.081,5.301,385,816,872,8.530,6.250,6.045,1.021,3.646,25.188,707,23.004,496,234,42.372,1.783,6.699,1.417,4.489,967,363,20.706,1.423,609,968,334,704,2.470,1.721,103,26,
            1 de enero de 2013,732.207,621.902,110.305,40.051,33.853,2.439,3.278,5.451,405,908,979,10.950,6.457,6.198,1.029,3.710,24.663,720,22.459,503,234,43.210,1.829,7.037,1.518,4.474,924,383,21.258,1.463,612,833,346,701,2.353,1.672,82,28,
        30001 Abanilla,
            1 de enero de 2020,3.001,2.539,462,319,303,9,0,70,0,2,3,135,24,16,3,6,81,1,80,0,0,55,2,10,5,5,1,0,9,4,1,0,0,2,7,3,1,0,
            1 de enero de 2019,3.015,2.593,422,304,287,9,0,69,0,2,5,127,27,17,3,7,66,0,66,0,0,47,1,13,6,3,1,0,8,4,1,1,0,2,5,3,1,0,
            1 de enero de 2018,3.003,2.617,386,281,265,7,0,69,0,1,3,113,32,16,3,7,51,0,51,0,0,47,0,13,7,4,2,0,8,5,1,1,0,2,7,3,2,0,
            1 de enero de 2017,3.036,2.635,401,290,270,6,1,67,0,2,3,118,31,20,4,9,59,0,59,0,0,47,0,12,6,3,2,0,7,5,1,3,0,2,5,2,1,0,
            1 de enero de 2016,3.041,2.638,403,304,286,7,1,69,0,2,3,133,33,18,4,8,55,0,55,0,0,39,0,8,2,2,2,0,8,4,1,3,0,2,5,3,0,0,
            1 de enero de 2015,3.138,2.684,454,360,343,9,2,72,0,2,1,176,39,17,4,8,54,0,53,0,0,37,0,8,3,2,2,0,8,4,1,2,0,2,3,1,0,0,
            1 de enero de 2014,3.183,2.710,473,370,351,11,2,75,0,3,1,183,38,19,6,8,57,0,56,0,0,43,1,11,4,2,2,1,8,4,1,1,0,2,3,1,0,0,
            1 de enero de 2013,3.242,2.729,513,404,389,10,2,72,0,3,1,230,33,15,5,6,59,1,56,0,0,47,0,13,4,3,3,1,9,5,1,1,1,1,3,1,0,0,
        30002 Abarán,
            1 de enero de 2020,6.508,5.751,757,85,76,5,0,43,1,1,0,1,22,9,3,1,308,11,295,0,0,354,8,39,4,4,0,1,165,1,2,4,1,1,10,9,0,0,
            1 de enero de 2019,6.485,5.776,709,86,78,4,1,44,3,0,0,3,20,8,2,1,287,12,273,0,0,324,6,36,4,3,0,1,165,1,1,3,1,5,12,10,0,0,
            1 de enero de 2018,6.503,5.837,666,87,79,3,1,44,3,0,0,3,22,8,2,2,253,11,240,0,0,316,6,41,5,4,0,0,166,2,1,5,1,3,10,9,0,0,
            1 de enero de 2017,6.511,5.878,633,88,78,4,2,44,2,0,0,3,20,10,3,2,236,9,224,0,0,301,6,37,5,4,0,0,173,2,1,2,1,4,8,7,0,0,
            1 de enero de 2016,6.543,5.919,624,94,83,3,1,45,2,0,0,3,27,11,3,2,225,9,214,0,0,300,7,40,4,4,0,1,182,2,1,2,1,0,5,4,0,0,
            1 de enero de 2015,6.549,5.916,633,98,88,2,2,47,2,0,0,3,29,10,3,1,225,11,212,1,0,304,7,42,4,5,0,1,186,1,1,2,4,0,6,5,0,0,
            1 de enero de 2014,6.523,5.913,610,94,86,3,1,46,0,0,0,2,31,8,3,1,215,10,203,1,0,294,4,42,3,5,0,0,189,1,1,3,4,0,7,6,0,0,
            1 de enero de 2013,6.522,5.899,623,106,96,3,1,47,0,0,0,5,37,10,5,1,218,8,207,2,0,290,5,41,3,6,0,0,189,4,1,0,4,0,9,8,0,0,
        30003 Águilas,
            1 de enero de 2020,17.890,15.290,2.600,947,791,154,50,179,19,22,10,125,114,156,51,18,587,45,525,0,4,995,86,267,50,119,33,22,226,31,16,19,11,40,69,42,7,2,
            1 de enero de 2019,17.681,15.185,2.496,975,814,163,50,179,22,24,10,127,129,161,58,18,527,44,465,0,5,934,82,271,49,73,29,22,231,25,15,19,8,37,58,37,4,2,
            1 de enero de 2018,17.541,15.158,2.383,955,795,165,48,172,20,23,8,121,128,160,60,16,466,42,414,0,2,902,86,278,49,67,24,21,233,24,15,18,6,29,59,42,4,1,
            1 de enero de 2017,17.404,15.087,2.317,921,765,167,47,157,18,25,6,117,136,156,54,18,450,43,397,0,1,889,86,285,48,69,25,21,236,22,13,20,5,22,56,43,4,1,
            1 de enero de 2016,17.358,15.001,2.357,981,826,191,44,154,18,27,12,122,153,155,54,17,430,40,382,0,2,883,85,289,45,63,24,19,248,16,10,21,4,21,61,47,3,2,
            1 de enero de 2015,17.396,14.999,2.397,1.035,880,203,43,152,21,33,14,130,171,155,56,14,416,41,365,0,3,889,87,293,42,66,21,19,253,17,10,20,4,26,55,42,3,2,
            1 de enero de 2014,17.296,14.860,2.436,1.071,921,205,42,164,17,52,12,142,169,150,48,13,405,45,352,0,2,910,85,302,40,63,22,22,268,15,8,20,6,28,49,36,3,1,
            1 de enero de 2013,17.394,14.833,2.561,1.167,1.003,214,38,178,20,64,12,155,189,164,55,11,386,42,336,0,2,955,84,347,48,60,18,25,266,13,8,21,8,25,52,38,3,1,
        30004 Albudeite,
            1 de enero de 2020,676,654,22,9,9,1,0,7,0,0,0,0,0,0,0,0,3,0,3,0,0,10,0,0,1,1,2,1,1,0,2,1,0,0,0,0,0,0,
            1 de enero de 2019,679,656,23,10,9,1,0,7,0,0,0,0,1,1,0,1,3,0,3,0,0,10,0,0,1,1,3,1,1,0,2,1,0,0,0,0,0,0,
            1 de enero de 2018,672,649,23,10,9,1,0,7,0,0,0,0,1,1,0,1,2,0,2,0,0,11,0,0,1,1,3,1,2,0,2,1,0,0,0,0,0,0,
            1 de enero de 2017,665,646,19,10,9,1,0,6,0,0,0,0,1,1,0,0,1,0,1,0,0,8,0,0,0,1,1,1,2,0,2,1,0,0,0,0,0,0,
            1 de enero de 2016,681,657,24,11,10,2,0,6,0,0,0,0,1,1,0,0,1,0,1,0,0,12,0,0,0,1,2,3,2,0,2,1,0,0,0,0,0,0,
            1 de enero de 2015,685,660,25,11,10,2,0,6,0,0,0,0,1,1,0,0,1,0,1,0,0,13,0,0,0,1,2,3,2,1,2,1,0,0,0,0,0,0,
            1 de enero de 2014,692,668,24,11,10,2,0,6,0,0,0,0,1,1,0,0,2,0,2,0,0,11,0,0,0,0,2,3,2,1,2,1,0,0,0,0,0,0,
            1 de enero de 2013,677,652,25,12,12,2,0,6,0,0,0,0,3,0,0,0,2,0,2,0,0,11,0,0,0,0,2,3,2,1,2,1,0,0,0,0,0,0,
        30005 Alcantarilla,
            1 de enero de 2020,21.364,18.763,2.601,620,501,55,37,158,8,5,16,8,179,119,18,66,584,26,493,26,10,1.322,62,231,41,209,36,11,416,42,12,12,21,64,74,51,9,1,
            1 de enero de 2019,21.254,18.833,2.421,619,505,56,40,157,6,6,13,7,183,114,17,61,516,27,430,26,8,1.216,66,230,42,188,32,10,413,42,11,11,22,41,69,51,5,1,
            1 de enero de 2018,21.083,18.825,2.258,618,509,57,38,159,7,6,11,8,187,109,15,60,449,26,366,24,9,1.121,55,223,36,165,22,13,415,39,11,10,23,29,69,50,6,1,
            1 de enero de 2017,20.939,18.770,2.169,644,534,57,38,161,9,6,13,6,207,110,16,56,409,27,323,25,10,1.050,47,212,35,151,17,11,413,36,11,7,22,27,65,52,4,1,
            1 de enero de 2016,20.850,18.683,2.167,656,546,59,35,161,8,8,12,6,219,110,16,55,393,25,315,26,7,1.051,43,212,36,156,15,15,422,29,12,13,22,20,66,54,4,1,
            1 de enero de 2015,20.782,18.701,2.081,627,522,56,26,153,10,11,9,4,212,105,13,57,352,22,279,25,2,1.036,50,201,38,157,15,15,428,23,12,14,24,14,65,50,7,1,
            1 de enero de 2014,20.709,18.654,2.055,629,527,56,25,152,13,14,11,6,201,102,12,54,341,24,271,20,3,1.019,54,193,35,150,16,11,448,19,12,12,20,14,65,53,5,1,
            1 de enero de 2013,20.580,18.498,2.082,640,539,57,27,157,9,17,12,1,210,101,10,53,337,25,259,27,3,1.043,53,203,36,152,16,11,458,18,11,13,19,17,60,52,2,2,
        30902 Alcázares, Los,
            1 de enero de 2020,8.095,5.206,2.889,1.044,899,81,52,40,20,27,18,452,94,145,36,55,704,11,671,0,11,836,39,73,27,65,29,11,477,28,11,19,3,23,305,15,0,0,
            1 de enero de 2019,7.900,5.204,2.696,998,863,84,57,43,20,28,17,410,99,135,34,49,681,10,653,0,8,776,26,70,18,56,26,12,474,21,11,19,5,20,241,16,0,0,
            1 de enero de 2018,7.680,5.103,2.577,987,830,82,49,47,18,26,15,391,93,157,42,55,640,8,617,0,7,755,20,71,19,50,25,12,481,14,9,16,8,15,192,15,0,3,
            1 de enero de 2017,7.576,5.111,2.465,956,797,82,47,41,14,18,17,391,78,159,44,53,603,9,584,0,2,745,19,75,20,39,23,13,486,15,10,14,6,12,158,22,1,3,
            1 de enero de 2016,7.564,5.080,2.484,999,844,92,52,44,11,21,17,400,82,155,36,52,595,9,578,0,1,746,17,73,17,43,24,12,496,19,8,13,4,8,141,24,1,3,
            1 de enero de 2015,7.675,5.030,2.645,1.134,980,116,57,50,12,22,30,462,94,154,35,46,594,8,576,0,2,779,16,70,21,42,24,10,539,17,5,11,4,9,135,25,0,3,
            1 de enero de 2014,7.665,4.945,2.720,1.203,1.053,128,59,41,13,21,38,506,92,150,39,45,596,7,579,0,3,808,20,76,19,45,23,10,565,11,4,9,4,7,113,20,1,0,
            1 de enero de 2013,8.083,4.873,3.210,1.722,1.556,262,62,49,21,26,51,749,94,166,41,48,573,6,556,0,2,816,23,77,26,49,25,10,562,13,3,8,2,6,99,23,2,0,
        30006 Aledo,
            1 de enero de 2020,519,454,65,46,46,3,0,22,1,0,0,17,2,0,0,0,4,0,3,0,0,14,1,2,1,2,0,0,0,0,1,0,0,0,1,1,0,0,
            1 de enero de 2019,517,457,60,46,46,3,0,24,1,0,0,15,2,0,0,0,3,0,2,0,0,10,1,2,1,2,0,0,0,0,1,0,0,0,1,1,0,0,
            1 de enero de 2018,514,458,56,45,45,3,0,24,1,0,1,13,2,0,0,0,4,0,3,0,0,7,0,2,1,2,0,0,0,0,1,1,0,0,0,0,0,0,
            1 de enero de 2017,479,434,45,34,34,2,0,22,0,0,1,6,2,0,0,0,3,0,3,0,0,8,0,1,1,3,0,0,1,0,1,1,0,0,0,0,0,0,
            1 de enero de 2016,475,429,46,38,38,2,0,25,0,0,1,7,2,0,0,0,1,0,1,0,0,7,0,0,1,3,0,0,1,0,1,1,0,0,0,0,0,0,
            1 de enero de 2015,493,436,57,48,48,2,0,24,0,0,1,17,2,0,0,0,1,0,1,0,0,8,0,1,1,3,0,0,1,0,1,1,0,0,0,0,0,0,
            1 de enero de 2014,501,436,65,56,56,2,0,28,1,0,1,20,2,0,0,0,0,0,0,0,0,9,0,1,1,4,0,0,1,0,1,1,0,0,0,0,0,0,
            1 de enero de 2013,505,438,67,58,58,3,0,28,2,0,1,20,2,0,0,0,0,0,0,0,0,9,0,0,1,5,0,0,1,0,1,1,0,0,0,0,0,0,
        30007 Alguazas,
            1 de enero de 2020,4.729,4.008,721,147,116,19,5,33,5,2,9,2,35,31,8,13,287,6,270,6,3,279,6,26,17,59,3,1,114,8,4,6,0,3,8,8,0,0,
            1 de enero de 2019,4.681,4.003,678,149,117,18,6,33,4,3,8,2,40,32,8,12,258,7,239,6,2,264,6,24,15,61,3,1,113,8,2,2,1,3,7,7,0,0,
            1 de enero de 2018,4.629,3.997,632,148,118,19,4,32,2,3,9,1,45,30,8,12,238,9,214,7,3,240,4,26,15,56,2,2,104,9,2,2,0,3,6,6,0,0,
            1 de enero de 2017,4.624,3.994,630,145,118,18,4,32,3,2,8,1,47,27,7,16,238,5,221,8,1,242,4,26,16,57,2,3,112,8,2,2,0,2,5,5,0,0,
            1 de enero de 2016,4.627,3.982,645,148,119,19,4,32,4,2,8,0,45,29,9,16,241,4,224,8,1,250,8,25,13,51,1,3,124,8,3,2,0,4,6,5,0,0,
            1 de enero de 2015,4.588,3.939,649,147,122,18,7,34,5,2,8,1,43,25,6,15,246,4,226,10,3,251,6,24,11,51,2,3,130,9,2,2,0,3,5,5,0,0,
            1 de enero de 2014,4.601,3.932,669,149,121,19,6,32,6,3,8,1,43,28,9,13,245,6,222,12,4,270,7,23,12,55,4,3,139,9,3,2,0,3,5,5,0,0,
            1 de enero de 2013,4.573,3.876,697,168,141,22,10,33,7,5,12,1,47,27,9,14,248,8,226,11,2,276,8,26,11,53,3,3,148,9,3,1,0,3,5,5,0,0,
        30008 Alhama de Murcia,
            1 de enero de 2020,10.958,8.729,2.229,693,658,24,25,162,3,41,22,197,133,35,11,19,790,14,751,4,9,715,33,202,11,84,43,5,206,14,12,12,4,26,31,15,3,0,
            1 de enero de 2019,10.909,8.760,2.149,660,628,29,23,161,4,36,24,170,131,32,11,15,781,15,743,5,9,677,32,198,12,76,36,7,211,10,10,11,5,21,31,14,3,0,
            1 de enero de 2018,10.723,8.705,2.018,646,617,26,25,164,5,36,24,151,145,29,11,13,734,14,701,4,7,610,27,186,8,63,36,6,193,11,9,13,6,17,28,15,3,0,
            1 de enero de 2017,10.584,8.656,1.928,629,601,25,19,164,3,41,17,136,155,28,12,12,693,13,662,5,6,579,28,162,7,59,33,6,196,14,9,12,5,18,27,12,4,0,
            1 de enero de 2016,10.522,8.624,1.898,628,598,23,18,158,4,50,20,137,145,30,14,12,685,15,653,5,5,557,27,161,6,62,33,4,197,12,7,8,4,16,27,14,5,1,
            1 de enero de 2015,10.529,8.549,1.980,702,668,27,17,160,4,76,26,165,141,34,16,13,687,15,657,4,5,564,30,152,9,57,37,5,218,13,5,7,3,12,26,13,6,1,
            1 de enero de 2014,10.481,8.463,2.018,735,701,30,18,163,4,88,30,179,132,34,18,11,700,14,672,3,6,560,25,150,9,56,35,5,224,11,5,10,3,9,23,11,5,0,
            1 de enero de 2013,10.398,8.353,2.045,752,721,32,19,166,6,98,32,178,132,31,14,12,699,16,669,3,6,572,29,169,8,57,30,5,214,12,5,9,4,12,22,10,5,0,
        30009 Archena,
            1 de enero de 2020,9.223,7.664,1.559,227,184,19,25,46,4,4,9,7,63,43,5,27,349,6,302,3,3,970,20,102,13,69,8,5,290,358,10,3,2,29,12,10,0,1,
            1 de enero de 2019,9.146,7.652,1.494,274,220,22,32,49,4,4,12,7,83,54,7,34,299,7,259,3,3,911,20,104,16,64,8,4,290,323,8,4,4,16,10,9,0,0,
